,Postcode,latitude,longitude,Straat,Netnummer,Postcodenummer,Buurt,Wijk,Plaats,Gemeente,Provincie,Straten
0,2011 TN,52.382880962018,4.6305789675921,"
Zijlstraat 4 - 32 

",023,2011,Binnenstad,Oude Stad,Haarlem,Haarlem,Noord-Holland,"
Spaarnwouderstraat 2 - 38 

Wijdesteeg 3 - 3 

"
0,3815 SX,52.161500090386,5.4130312382336,"
Spreeuwenstraat 253 - 301 

",033,3815,Zwaluwenstraat,Wijk 10 Liendert,Amersfoort,Amersfoort,Utrecht,"
Spaarnwouderstraat 2 - 38 

Wijdesteeg 3 - 3 

"
0,3083 ML,51.890738586236,4.4767309852052,"
Wolphaertsbocht 245 - 263 

",010,3083,Carnisse,Charlois,Rotterdam,Rotterdam,Zuid-Holland,"
Spaarnwouderstraat 2 - 38 

Wijdesteeg 3 - 3 

"
0,2517 ES,52.081217293254,4.2760702164039,"
Groot Hertoginnelaan 171 - 223 

",070,2517,Bomenbuurt,Wijk 12 Bomen- en Bloemenbuurt,Den Haag,'s-Gravenhage,Zuid-Holland,"
Spaarnwouderstraat 2 - 38 

Wijdesteeg 3 - 3 

"
0,3512 LC,52.089243365833,5.1238302126905,"
Nieuwegracht 11 - 27 

",030,3512,"Domplein, Neude, Janskerkhof",Wijk 06 Binnenstad,Utrecht,Utrecht,Utrecht,"
Spaarnwouderstraat 2 - 38 

Wijdesteeg 3 - 3 

"
0,6441 XB,50.949217453839,5.9567648905722,"
Henri Dunantstraat 43 - 83 

",045,6441,Lemmender,Wijk 02 Brunssum-Noord,Brunssum,Brunssum,Limburg,"
Spaarnwouderstraat 2 - 38 

Wijdesteeg 3 - 3 

"
0,2546 BK,52.057046182935,4.2741684532251,"
Driebergenstraat 337 - 371 

",070,2546,Leyenburg,Wijk 32 Leyenburg,Den Haag,'s-Gravenhage,Zuid-Holland,"
Spaarnwouderstraat 2 - 38 

Wijdesteeg 3 - 3 

"
0,6581 RB,51.775386592647,5.8608255566081,"
Haver 1 - 67 

",024,6581,Malden-Oost,Wijk 00 Heumen,Malden,Heumen,Gelderland,"
Spaarnwouderstraat 2 - 38 

Wijdesteeg 3 - 3 

"
0,2012 XH,52.373704182589,4.6386339174219,"
De Keijstraat 2 - 10 

",023,2012,Rozenprieel-zuid,Haarlemmerhoutkwartier,Haarlem,Haarlem,Noord-Holland,"
Spaarnwouderstraat 2 - 38 

Wijdesteeg 3 - 3 

"
0,2987 VV,51.887829293873,4.5803675413026,"
Reggestraat 40 - 78 

",0180,2987,Bolnes,Bolnes,Ridderkerk,Ridderkerk,Zuid-Holland,"
Spaarnwouderstraat 2 - 38 

Wijdesteeg 3 - 3 

"
0,6811 LZ,51.984021849965,5.8977720524946,"
Utrechtsestraat 38 - 66 

",026,6811,Utrechtsestraat,Centrum,Arnhem,Arnhem,Gelderland,"
Spaarnwouderstraat 2 - 38 

Wijdesteeg 3 - 3 

"
0,5611 JD,51.435884169842,5.4723175067061,"
St Catharinastraat 34 - 64 

",040,5611,Bergen,Wijk 11 Stadsdeel Centrum,Eindhoven,Eindhoven,Noord-Brabant,"
Spaarnwouderstraat 2 - 38 

Wijdesteeg 3 - 3 

"
0,4651 WV,51.593444612228,4.3286230888925,"
Rietveen 1 - 23 

",0167,4651,Steenbergen-Noord,Wijk 00 Steenbergen,Steenbergen,Steenbergen,Noord-Brabant,"
Spaarnwouderstraat 2 - 38 

Wijdesteeg 3 - 3 

"
0,1052 KB,52.37668311105,4.875172501649,"
Van Oldenbarneveldtstraat 20 - 34 

",020,1052,Frederik Hendrikbuurt Noord,Frederik Hendrikbuurt,Amsterdam,Amsterdam,Noord-Holland,"
Spaarnwouderstraat 2 - 38 

Wijdesteeg 3 - 3 

"
0,2243 BK,52.126599280417,4.3743319152054,"
Schouwweg 73 - 80 

",070,2243,De Kieviet,Wijk 00 Zuidwestelijk deel der gemeente,Wassenaar,Wassenaar,Zuid-Holland,"
Spaarnwouderstraat 2 - 38 

Wijdesteeg 3 - 3 

"
0,1946 RH,52.493282920836,4.678728035669,"
Waalstraat 20 - 122 

",0251,1946,Oosterwijk,Oosterwijk en Zwaansmeer,Beverwijk,Beverwijk,Noord-Holland,"
Spaarnwouderstraat 2 - 38 

Wijdesteeg 3 - 3 

"
0,1216 CC,52.220894527045,5.1519626527802,"
Gijsbrecht van Amstelstraat 392 - 418 

",035,1216,Het Rode Dorp,Zuidwest,Hilversum,Hilversum,Noord-Holland,"
Spaarnwouderstraat 2 - 38 

Wijdesteeg 3 - 3 

"
0,1018 SP,52.366532833099,4.9088970703719,"
Plantage Parklaan 1 - 6 

",020,1018,Plantage,Weesperbuurt/Plantage,Amsterdam,Amsterdam,Noord-Holland,"
Spaarnwouderstraat 2 - 38 

Wijdesteeg 3 - 3 

"
0,1079 DP,52.34401198591,4.9015626001603,"
Waalstraat 55 - 73 

",020,1079,Scheldebuurt Oost,Scheldebuurt,Amsterdam,Amsterdam,Noord-Holland,"
Spaarnwouderstraat 2 - 38 

Wijdesteeg 3 - 3 

"
0,5104 DB,51.625168840473,4.9478524329552,"
Wagenmaker 2 - 14 

",0162,5104,Centrum,Dongen,Dongen,Dongen,Noord-Brabant,"
Spaarnwouderstraat 2 - 38 

Wijdesteeg 3 - 3 

"
0,5615 CG,51.427562113572,5.4863743618631,"
Aalsterweg 18 - 48 

",040,5615,Looiakkers,Wijk 12 Stadsdeel Stratum,Eindhoven,Eindhoven,Noord-Brabant,"
Spaarnwouderstraat 2 - 38 

Wijdesteeg 3 - 3 

"
0,2011 CP,52.377393473519,4.6409034832118,"
Aalsterweg 18 - 48 

",023,2011,Burgwal,Oude Stad,Haarlem,Haarlem,Noord-Holland,"
Antoniestraat 51 - 87 

Barnesteeg 2 - 2 

"
0,1317 PV,52.39045124239,5.2344996426997,"
Forelstraat 28 - 66 

",036,1317,Waterwijk,Wijk 02 Almere Stad,Almere,Almere,Flevoland,"
Antoniestraat 51 - 87 

Barnesteeg 2 - 2 

"
0,5014 EC,51.562833950085,5.0930139482425,"
Koestraat 117 - 151 

",013,5014,Besterd,Loven-Besterd,Tilburg,Tilburg,Noord-Brabant,"
Antoniestraat 51 - 87 

Barnesteeg 2 - 2 

"
0,1102 JN,52.319751197589,4.9580584683479,"
Janusz Korczakstraat 4 - 38 

",020,1102,F-buurt,"Bijlmer Centrum (D,F,H)",Amsterdam,Amsterdam,Noord-Holland,"
Antoniestraat 51 - 87 

Barnesteeg 2 - 2 

"
0,2516 HP,52.064732685267,4.3305981967091,"
Rijswijkseweg 392 - 444 

",070,2516,Noordpolderbuurt,Wijk 38 Laakkwartier en Spoorwijk,Den Haag,'s-Gravenhage,Zuid-Holland,"
Antoniestraat 51 - 87 

Barnesteeg 2 - 2 

"
0,3511 RN,52.093396231089,5.1128955462422,"
Lange Koestraat 6 - 32 

",030,3511,Wijk C,Wijk 06 Binnenstad,Utrecht,Utrecht,Utrecht,"
Antoniestraat 51 - 87 

Barnesteeg 2 - 2 

"
0,2811 NW,52.049646409975,4.7465089420916,"
Lange Koestraat 6 - 32 

",0182,2811,Sluipwijk,Wijk 07 Reeuwijk Brug,Reeuwijk,Bodegraven-Reeuwijk,Zuid-Holland,"
Oudeweg 46 - 110 

Reeuwijksehoutwal 1 - 4 

"
0,2135 HM,52.299414069786,4.668513603208,"
Betsy Perkstraat 1 - 53 

",023,2135,Hoofddorp Toolenburg Oost,Hoofddorp,Hoofddorp,Haarlemmermeer,Noord-Holland,"
Oudeweg 46 - 110 

Reeuwijksehoutwal 1 - 4 

"
0,9712 NN,53.224631942441,6.5622742491197,"
Nieuwe Ebbingestraat 62 - 84 

",050,9712,Hortusbuurt-Ebbingekwartier,Centrum,Groningen,Groningen,Groningen,"
Oudeweg 46 - 110 

Reeuwijksehoutwal 1 - 4 

"
0,5629 LH,51.488516196187,5.478771006049,"
Tovermolen 1 - 41 

",040,5629,Blixembosch-Oost,Wijk 15 Stadsdeel Woensel-Noord,Eindhoven,Eindhoven,Noord-Brabant,"
Oudeweg 46 - 110 

Reeuwijksehoutwal 1 - 4 

"
0,3752 GP,52.252224440892,5.3670345216847,"
van der Duyn van Maasdamlaan 1 - 6 

",033,3752,Broerswetering,Wijk 00,Bunschoten-Spakenburg,Bunschoten,Utrecht,"
Oudeweg 46 - 110 

Reeuwijksehoutwal 1 - 4 

"
0,4854 CH,51.565834541759,4.8330873154574,"
Lange Vore 9 - 63 

",0161,4854,Bavel,Bavel,Bavel,Breda,Noord-Brabant,"
Oudeweg 46 - 110 

Reeuwijksehoutwal 1 - 4 

"
0,5615 PW,51.429440731029,5.4664480483407,"
Hoogstraat 164 - 206 

",040,5615,Oude Spoorbaan,Wijk 17 Stadsdeel Gestel,Eindhoven,Eindhoven,Noord-Brabant,"
Oudeweg 46 - 110 

Reeuwijksehoutwal 1 - 4 

"
