,Postcode,latitude,longitude,Straat,Netnummer,Postcodenummer,Buurt,Wijk,Plaats,Gemeente,Provincie,Straten
0,3028 XG,51.917692692093,4.4198660023085,"
Hekbootstraat 19 - 25 

",010,3028,Oud Mathenesse,Delfshaven,Rotterdam,Rotterdam,Zuid-Holland,
0,1431 BR,52.270576669876,4.7473358713118,"
Helling 1 - 41 

",0297,1431,Centrum,Wijk 00 Aalsmeer,Aalsmeer,Aalsmeer,Noord-Holland,
0,1013 HC,52.381284709262,4.8876061409992,"
Brouwersgracht 180 - 194 

",020,1013,Haarlemmerbuurt West,Haarlemmerbuurt,Amsterdam,Amsterdam,Noord-Holland,
0,1057 RM,52.367372972256,4.8515729645276,"
Van Spilbergenstraat 98 - 118 

",020,1057,Orteliusbuurt Midden,Hoofdweg e.o.,Amsterdam,Amsterdam,Noord-Holland,
0,2574 EK,52.060368339487,4.2898385537087,"
Soestdijksekade 936 - 958 

",070,2574,Oostbroek-Zuid,Wijk 31 Rustenburg en Oostbroek,Den Haag,'s-Gravenhage,Zuid-Holland,
0,1061 VX,52.366858288616,4.8406520658433,"
Derkinderenstraat 90 - 220 

",020,1061,Overtoomse Veld Noord,Overtoomse Veld,Amsterdam,Amsterdam,Noord-Holland,
0,2563 AA,52.080237901726,4.2807956705419,"
Laan van Meerdervoort 211 - 231 

",070,2563,Sweelinckplein en omgeving,Wijk 11 Duinoord,Den Haag,'s-Gravenhage,Zuid-Holland,
0,1082 SV,52.334081589494,4.8737994700028,"
Wedderborg 1 - 47 

",020,1082,Gelderlandpleinbuurt,Buitenveldert-West,Amsterdam,Amsterdam,Noord-Holland,
0,3314 CV,51.795994653858,4.6575382271123,"
Zuidendijk 189 - 225 

",078,3314,Zuidendijk,Wijk 03 Oud Krispijn,Dordrecht,Dordrecht,Zuid-Holland,
0,2311 SB,52.157018619294,4.4893122507508,"
Zuidendijk 189 - 225 

",071,2311,Pieterswijk,Binnenstad-Zuid,Leiden,Leiden,Zuid-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,1071 GD,52.35587669901,4.8682195936988,"
Van Eeghenstraat 185 - 199 

",020,1071,Cornelis Schuytbuurt,Museumkwartier,Amsterdam,Amsterdam,Noord-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,2597 GD,52.105053107307,4.329123083244,"
Cees Laseurlaan 165 - 205 

",070,2597,Duinzigt,Wijk 04 Benoordenhout,Den Haag,'s-Gravenhage,Zuid-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,2513 RW,52.078334743979,4.2949662005947,"
Helmersstraat 57 - 107 

",070,2513,Zeeheldenkwartier,Wijk 22 Zeeheldenkwartier,Den Haag,'s-Gravenhage,Zuid-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,3062 KC,51.921185146627,4.5142150693102,"
Polanenstraat 2 - 16 

",010,3062,Kralingen Oost,Kralingen-Crooswijk,Rotterdam,Rotterdam,Zuid-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,2132 DL,52.303591311055,4.6927074398915,"
Marktlaan 1 - 31 

",023,2132,Hoofddorp Zuid,Hoofddorp,Hoofddorp,Haarlemmermeer,Noord-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,2713 GN,52.051922038841,4.4808572460391,"
Stadhoudersring 392 - 460 

",079,2713,Driemanspolder,Centrum,Zoetermeer,Zoetermeer,Zuid-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,3811 JW,52.158134729961,5.3948170448046,"
Oliesteeg 1 - 36 

",033,3811,Coninckstraat,Wijk 01 Stadskern,Amersfoort,Amersfoort,Utrecht,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,2351 AK,52.150251815747,4.5233625298842,"
Hoofdstraat 24 - 40 

",071,2351,Kerkwijk,Wijk 00,Leiderdorp,Leiderdorp,Zuid-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,3706 BW,52.098918186747,5.2140134741893,"
Bachlaan 59 - 109 

",030,3706,Mooi Zeist,Wijk 02 Zeist-Noord,Zeist,Zeist,Utrecht,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,1971 DM,52.461575214,4.6268134288738,"
Gjertsenstraat 1 - 20 

",0255,1971,Lagersbuurt,Wijk 01 IJmuiden-Noord,IJmuiden,Velsen,Noord-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,6211 PW,50.849177578434,5.6822658843067,"
Herdenkingsplein 2 - 12 

",043,6211,Kommelkwartier,Wijk 00 Centrum,Maastricht,Maastricht,Limburg,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,5658 GE,51.438136996611,5.4162445740428,"
Grasmier 1 - 36 

",040,5658,Grasrijk,Wijk 16 Stadsdeel Strijp,Eindhoven,Eindhoven,Noord-Brabant,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,1016 BC,52.368481888756,4.8871257060839,"
Herengracht 371 - 395 

",020,1016,Leidsegracht Noord,Grachtengordel-West,Amsterdam,Amsterdam,Noord-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,1012 PZ,52.374563968971,4.8923781470917,"
Blaeu Erf 5 - 12 

",020,1012,Nieuwe Kerk e.o.,Burgwallen-Nieuwe Zijde,Amsterdam,Amsterdam,Noord-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,3014 GM,51.920452926123,4.471293046434,"
Westersingel 1 - 10 

",010,3014,Cool,Rotterdam Centrum,Rotterdam,Rotterdam,Zuid-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,2521 CJ,52.061080370933,4.3109580737011,"
Waldorpstraat 215 - 507 

",070,2521,Laakhaven-West,Wijk 38 Laakkwartier en Spoorwijk,Den Haag,'s-Gravenhage,Zuid-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,2522 EG,52.060578212789,4.3285777974007,"
Lorentzplein 62 - 69 

",070,2522,Noordpolderbuurt,Wijk 38 Laakkwartier en Spoorwijk,Den Haag,'s-Gravenhage,Zuid-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,3052 SR,51.950881695491,4.470861060514,"
Wilgenplaslaan 370 - 416 

",010,3052,Schiebroek,Hillegersberg-Schiebroek,Rotterdam,Rotterdam,Zuid-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,4819 BE,51.575945027914,4.7727764433308,"
Boeimeerlaan 2 - 24 

",076,4819,Boeimeer,Breda Zuid,Breda,Breda,Noord-Brabant,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,6541 NV,51.845506067403,5.8464494140567,"
Zwaluwstraat 153 - 191 

",024,6541,Biezen,Wijk 03 Nijmegen-Oud-West,Nijmegen,Nijmegen,Gelderland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,1181 TZ,52.307198461164,4.8536084787758,"
Heemraadschapslaan 1 - 59 

",020,1181,Elsrijk West,Elsrijk,Amstelveen,Amstelveen,Noord-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,3073 BZ,51.890283939722,4.4974824594335,"
Lange Hilleweg 220 - 462 

",010,3073,Bloemhof,Feijenoord,Rotterdam,Rotterdam,Zuid-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,7514 BH,52.224497408926,6.8920062783481,"
Deurningerstraat 2 - 20 

",053,7514,"Lasonder, Zeggelt",Wijk 00 Binnensingelgebied,Enschede,Enschede,Overijssel,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,1186 XP,52.280664919945,4.8668258744694,"
Turfschip 110 - 142 

",020,1186,Punterbuurt,"Waardhuizen, Middenhoven",Amstelveen,Amstelveen,Noord-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,1106 KH,52.296603195958,4.9666719678814,"
Millingenhof 107 - 123 

",020,1106,Reigersbos Noord,Holendrecht/Reigersbos,Amsterdam,Amsterdam,Noord-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,6702 AE,51.964897288989,5.6552066131213,"
Troelstraweg 7 - 43 

",0317,6702,Nude-buurt,Nude,Wageningen,Wageningen,Gelderland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,5507 MZ,51.425204582429,5.3694931891349,"
Blauwe Kei 22 - 37 

",040,5507,Oerle,Wijk 02 Oerle,Veldhoven,Veldhoven,Noord-Brabant,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,3708 HP,52.072812058485,5.2621318427172,"
Anna Paulownalaan 141 - 160 

",030,3708,Kerckebosch,"Wijk 04 Zeist-Oost, Zeister Bos en omgeving",Zeist,Zeist,Utrecht,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,1816 ND,52.629372381375,4.7205715792573,"
Aert de Gelderlaan 182 - 216 

",072,1816,De Hoef III en IV,West,Alkmaar,Alkmaar,Noord-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,3051 EV,51.943806181743,4.4761399333729,"
Willem de Rijkestraat 1 - 68 

",010,3051,Hillegersberg Zuid,Hillegersberg-Schiebroek,Rotterdam,Rotterdam,Zuid-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,3111 PK,51.918162743035,4.3961728922463,"
Oude Sluis 3 - 19 

",010,3111,Brandersbuurt,Wijk 02 Tussen Havens en Grachten,Schiedam,Schiedam,Zuid-Holland,"
Lombardpoort 11 - 11 

Nieuwsteeg 2 - 16 

"
0,5211 XH,51.692368834501,5.3034725736586,"
Oude Sluis 3 - 19 

",073,5211,Binnenstad-Centrum,Binnenstad,'s-Hertogenbosch,'s-Hertogenbosch,Noord-Brabant,"
Carolushof 51 - 169 

Eerste Straatje van Best 1 - 41 

"
0,1053 NX,52.363944273638,4.8608795537173,"
Lootsstraat 4 - 24 

",020,1053,Lootsbuurt,Van Lennepbuurt,Amsterdam,Amsterdam,Noord-Holland,"
Carolushof 51 - 169 

Eerste Straatje van Best 1 - 41 

"
0,1325 TZ,52.357559747616,5.2413803375603,"
Fellinilaan 384 - 426 

",036,1325,Filmwijk,Wijk 02 Almere Stad,Almere,Almere,Flevoland,"
Carolushof 51 - 169 

Eerste Straatje van Best 1 - 41 

"
0,1079 HE,52.341959315957,4.9071286547935,"
Rijnstraat 183 - 205 

",020,1079,Rijnbuurt Oost,Rijnbuurt,Amsterdam,Amsterdam,Noord-Holland,"
Carolushof 51 - 169 

Eerste Straatje van Best 1 - 41 

"
0,6846 ZC,51.953715354761,5.8511336230313,"
Helenastraat 3 - 99 

",026,6846,Schuytgraaf-Centrum,Schuytgraaf,Arnhem,Arnhem,Gelderland,"
Carolushof 51 - 169 

Eerste Straatje van Best 1 - 41 

"
0,1091 TM,52.35044696142,4.9134059176776,"
Overamstelstraat 19 - 131 

",020,1091,Weesperzijde Midden/Zuid,Weesperzijde,Amsterdam,Amsterdam,Noord-Holland,"
Carolushof 51 - 169 

Eerste Straatje van Best 1 - 41 

"
0,2561 TS,52.076311755251,4.2777992398364,"
Daguerrestraat 179 - 201 

",070,2561,Valkenboskwartier,Wijk 20 Valkenboskwartier,Den Haag,'s-Gravenhage,Zuid-Holland,"
Carolushof 51 - 169 

Eerste Straatje van Best 1 - 41 

"
0,5212 VB,51.695868806104,5.3053596030633,"
Citadellaan 57 - 105 

",073,5212,De Muntel,Muntel / Vliert,'s-Hertogenbosch,'s-Hertogenbosch,Noord-Brabant,"
Carolushof 51 - 169 

Eerste Straatje van Best 1 - 41 

"
0,2315 KW,52.160310928061,4.5072863103253,"
Munnikenstraat 79 - 97 

",071,2315,De Waard,Binnenstad-Noord,Leiden,Leiden,Zuid-Holland,"
Carolushof 51 - 169 

Eerste Straatje van Best 1 - 41 

"
0,1066 RC,52.345606806072,4.8106857366422,"
Belgiëplein 1 - 111 

",020,1066,Belgiëplein e.o.,Sloter-/Riekerpolder,Amsterdam,Amsterdam,Noord-Holland,"
Carolushof 51 - 169 

Eerste Straatje van Best 1 - 41 

"
0,2801 VA,52.010919980655,4.7047573639614,"
Nonnenwater 1 - 20 

",0182,2801,Raam e.o.,Binnenstad,Gouda,Gouda,Zuid-Holland,"
Carolushof 51 - 169 

Eerste Straatje van Best 1 - 41 

"
0,5038 TT,51.55458469882,5.0789111045876,"
Lange Schijfstraat 80 - 135 

",013,5038,Sint Anna Noord,Sint Anna,Tilburg,Tilburg,Noord-Brabant,"
Carolushof 51 - 169 

Eerste Straatje van Best 1 - 41 

"
